...1,IRS_audit,year,prices_adj,market_value,income_taxes,pretax_income,gross_income,net_sales_revenue,operating_profit_margin,employees,crnt_total_assets,DS_total_assets,turnover_value,turnover_volume,enterprise_value,total_capital
240,0,2006,42.77,1190.07,25576,72082,267291,1389464,4.43,1700,415079,561515,NA,99547.7,913458,229611
241,0,2007,29.14,779.32,25947,73439,289766,1569977,3.96,1850,413411,560651,NA,91076,496592,199212
242,0,2008,19.49,493.9,26237,72017,328169,1724434,3.77,2060,449620,616840,NA,83377.1,256670,208479
243,0,2009,23.96,613.76,12075,28649,271375,1653096,1.64,1950,418221,576470,NA,60109.4,334653,223160
244,0,2010,29.5,766.72,15581,38021,283629,1719752,2.15,1900,498088,659845,NA,52364,444803,240395
245,0,2011,25.5,658.15,20305,50775,336557,1976219,2.9,2100,522788,712259,NA,29686.9,338512,245207
246,0,2012,31.81,816.06,27888,68290,363971,2158824,3.32,2200,551465,750200,NA,24993.1,506958,240905
247,0,2013,36.18,925.13,21700,53732,372187,2256112,2.64,2300,565317,766560,NA,23602,600291,253272
248,0,2014,34.62,877.01,19623,47627,382418,2357788,2.17,2300,569509,796670,13126.2,28799.6,509408,204096
249,0,2015,48.98,1197.89,26229,65619,419302,2603614,2.93,2400,542048,767936,1006659,49662.6,851529,172455
250,0,2007,31.13,12926.81,357300,1195700,NA,3878900,23.8,5475,NA,12791400,NA,106762.4,14711686,9104800
251,0,2008,12.86,4950.68,236000,610200,NA,3307600,20.28,5325,NA,9719700,NA,936355.6,6693324,7458200
252,0,2009,23.27,9977.66,148200,330500,NA,2627300,16.39,4890,NA,10843800,NA,1260416,11274855,8366500
253,0,2010,23.74,10969.19,197000,793600,NA,3487700,16.54,5617,NA,20444100,NA,1115195,17661406,16542000
254,0,2011,20.1,9064.99,286100,877600,NA,4092200,16.52,6162,NA,19347000,NA,1290070,15189976,15720100
255,0,2012,25.78,11447.39,272200,829800,NA,4177000,16.02,6128,NA,17492400,NA,987665.9,15580408,14134400
256,0,2013,36.49,16175.28,336900,1219700,3195700,4684900,23.89,5932,NA,19263100,NA,966357.2,20189840,14747600
257,0,2014,40.35,17383.89,390600,1362300,3544800,5175500,23.81,6264,NA,20462500,280054.7,732559.8,22591120,16024200
258,0,2015,33.57,14229.05,398000,1327000,3567100,5147000,25.27,6490,NA,25073200,15800350,796754.6,19982768,16372800
259,1,2004,NA,NA,27555,-174766,391341,1140606,10.11,8450,170790,1983755,NA,NA,54657,-153892
260,0,2005,20.23,547.97,13495,-69766,357019,992221,7.73,7500,344482,2329763,NA,21604.4,1841213,1964818
261,1,2006,18.24,565.28,6451,-18235,390488,1026162,9.9,7300,215940,2260496,NA,77068.3,1970736,1934333
262,1,2007,4.39,136.51,-48975,-297907,380819,988235,7.97,6800,205028,2231211,NA,205132.3,1721138,1929560
263,1,2008,0.2,6.22,-6289,-236725,254446,713453,4.93,6400,400804,2047379,NA,76296.9,1678964,13628
264,1,2009,0.08,2.69,-8324,-708152,261896,792149,0.16,5500,131848,1396769,NA,65351.7,-215959,-685108
265,1,2010,0.02,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,78112.2,NA,NA
266,1,2011,0.02,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,1,2004,46.86,189275.7,7078000,21221000,NA,65910000,33.84,175742,NA,1110457000,NA,1668302,457899197,188212000
268,0,2005,46.19,185502.6,8015000,24480000,NA,85064000,29.26,176638,NA,1291803000,NA,2842879,605629624,191193000
269,0,2006,53.39,239757.8,10840000,31973000,NA,116574000,28.12,203425,NA,1459737000,NA,3245566,709269703,264078000
270,1,2007,41.1,182414.7,5942000,20924000,NA,119190000,17.9,210000,NA,1715746000,NA,5661243,755017152,313876000
271,0,2008,12.94,64927.41,420000,3889000,NA,112452000,4.19,243000,NA,1817943000,NA,19745250,709995493,402462000
272,1,2009,15.12,130799.4,-1266000,2296000,NA,143272000,-0.07,284000,NA,2223299000,NA,83698560,811550674,572321000
273,1,2010,13.31,134233.3,915000,-6583000,NA,129645000,7.67,288000,NA,2264909000,NA,47652450,796757965,587428000
274,0,2011,5.46,55341.83,-1676000,-7590000,NA,107242000,1.27,282000,NA,2097047000,NA,53614990,580034815,504951000
275,1,2012,11.36,122438.9,-1116000,1002000,NA,98061000,1.08,267000,NA,2176936000,NA,49416480,633025641,457344000
276,0,2013,15.67,167138.3,4741000,13271000,NA,98816000,13.45,242000,NA,2069917000,NA,30180380,540723455,436283000
277,1,2014,18.11,190452.9,2022000,5725000,NA,94081000,6.12,224000,NA,2104534000,3460912,21611360,544448945,455886000
278,0,2015,17.28,179927.6,6266000,21893000,NA,92906000,23.68,213000,NA,2144316000,186813300,21295010,476772861,449635000
279,0,2004,458.555,60464.17,1803000,6640000,NA,39549000,17.4,53284,NA,775410000,NA,1401911,305916671,110794000
280,1,2005,474.245,61581.6,1858000,7361000,NA,52081000,15.85,53218,NA,898523000,NA,1776888,392176698,125891000
281,1,2006,675.962,85410,3275000,11000000,NA,76551000,14.37,55310,NA,1120645000,NA,1281113,518069477,162134000
282,0,2007,53.22,56478.51,831000,3441000,NA,85405000,4.12,48256,NA,1045409000,NA,2503425,385312591,191085000
283,0,2008,14.9,15823.54,480000,2287000,NA,62262000,5.84,46964,NA,658812000,NA,7482594,185713076,192297000
284,0,2009,29.43,40008.1,-336000,857000,NA,30070000,2.85,61388,NA,771462000,NA,7686952,363514618,220066000
285,1,2010,27.28,41271.28,739000,6239000,NA,37429000,15.15,62542,NA,807698000,NA,4312883,345904119,230953000
286,0,2011,15.24,29373.62,1418000,7892000,NA,40963000,18.98,61899,NA,749898000,NA,5692705,274522298,238890000
287,0,2012,18.62,36761.84,-239000,386000,NA,31878000,1.12,57061,NA,780960000,NA,6007895,279115683,228612000
288,0,2013,31.06,60608.63,826000,4482000,35137000,36848000,12.16,55794,NA,832702000,NA,4219435,366197084,255404000
289,0,2014,38.96,76260.38,-90000,3591000,36147000,37953000,9.46,55802,NA,801510000,730669.1,2692991,311824030,229355000
290,0,2015,32.55,63024.04,2200000,8495000,36005000,37897000,22.42,56218,NA,787465000,54329680,2717565,242978964,226914000
291,0,2004,2.49,185.34,14679,-11835,294640,956443,1.88,34000,237469,396688,NA,57247.3,275488,233681
292,0,2005,3.13,230.97,642,4934,356247,1037179,2.42,39000,263102,411236,NA,42897.5,347018,237396
293,0,2004,52.07,43717.79,140000,1869000,7782000,52457000,4.28,159000,15100000,53809000,NA,801448.9,49741053,22165000
294,0,2005,71.18,57461.1,257000,2731000,8996000,54845000,4.67,153000,21968000,59918000,NA,982741.9,60964954,20597000
295,0,2006,88.84,70249.19,988000,3048000,11446000,61530000,6.53,154000,22983000,50743000,NA,1000701,73223571,12896000
296,1,2007,88.25,68399.25,2060000,5931000,13280000,66387000,8.89,159300,27280000,58789000,NA,1328256,66082127,16459000
297,1,2008,39.99,29306.02,1341000,3754000,10780000,60909000,6.45,162200,25964000,49665000,NA,1946309,35236989,5658000
298,0,2009,55.21,40115.52,396000,1482000,11916000,68281000,3,157100,35275000,58991000,NA,1738892,42712401,14442000
299,1,2010,65.05,47719.38,1196000,4240000,12623000,64306000,7.55,160500,40572000,64534000,NA,1474529,49983009,14335000
300,0,2011,74.11,55081.04,1382000,5115000,12996000,68735000,8.25,171700,49810000,74094000,NA,1413205,55816095,13626000
301,1,2012,74.69,56321.96,2007000,5642000,13142000,81698000,7.5,174400,57309000,82143000,NA,1096720,53895317,14940000
302,0,2013,136.9,102873.9,1646000,6232000,13430000,86623000,7.39,168400,65074000,89724000,NA,1308039,96592718,23153000
303,1,2014,132.29,94313.5,1691000,7137000,14079000,90762000,8,165500,67785000,92622000,5504044,1093237,88065447,17033000
304,0,2015,147.35,98722.06,1979000,7155000,14090000,96114000,7.53,161400,68234000,94143000,140380400,987981.9,94463136,15229000
305,0,2004,14.75,1210.86,25975,70287,NA,1007371,7.04,1200,NA,527934,NA,77349.6,1134666,318285
